,rating,review
11118,5,04-08-2023 06:30:00. Very very nice chat GPT 😘😘😘😘
11119,5,04-08-2023 06:42:00. Impressed
11120,4,04-08-2023 06:43:00. It deserves 5 stars but I didn't give it Cuz after a time it says :- Network Error check your network however my network is alright with full signals
11121,5,04-08-2023 06:53:00. It helps me a lot.
11122,1,"04-08-2023 06:53:00. Not interested in giving away my full contact info, birthday and phone number for some AI app which leaks user information"
11123,5,"04-08-2023 07:11:00. One of the greatest app ever created. It is helping a lot in my study now I don't have to research a lot on Google of any difficult topics,It is must have app for all students."
11124,3,04-08-2023 07:17:00. N na nbbbbbbba bb na na na nnn nhi n hn nnbbbbnnnnnnnnn NH nnnnnnnnnnnbnnnn
11125,5,04-08-2023 07:19:00. very impressive
11126,2,"04-08-2023 07:27:00. Dear GPT Chat App Developers, I love using your application for its engaging conversations and wealth of knowledge. It would be fantastic if you could add a feature to read answers out loud, making it even more accessible and enjoyable. Thank you for your hard work! Best regards, [Mstfa mshrqa]"
11127,1,"04-08-2023 07:37:00. Unable to install, a Message is popping up ""not available in your country"""
11128,5,04-08-2023 07:38:00. যদি যাত্রীবাহী বিমান বা কার্গো বিমান চালাই? তাহলে কত ফুট লম্বা হতে হয়?
11129,5,04-08-2023 07:47:00. That is really good
11130,5,04-08-2023 07:57:00. Wooow....
11131,5,04-08-2023 07:57:00. Leave your life today as most people want. So that leave the rest your life as most people can't.
11132,5,04-08-2023 08:04:00. I think it will be better to give a choice to the user as if they want the keyboard to be present in the screen or go away if AI is replying......
11133,5,04-08-2023 08:11:00. Best app for chat
11134,5,04-08-2023 08:14:00. It is a good app
11135,5,04-08-2023 08:19:00. I love it! So easy to write letters now!!!
11136,1,"04-08-2023 08:25:00. This app is intrusive needing an Email, your name, birthday and phone. Just no"
11137,5,04-08-2023 08:28:00. Wonderfully good.
11138,5,"04-08-2023 08:37:00. I love it, it's certainly a way better alternative to just having a janky chrome shortcut on my phone. There's only one small tiny miniscule issue and that being the messages from me and chat GPT don't have any backdrop or background or how else to phrase it, thus it's a little hard to look at and distinguish who is who."
11139,5,04-08-2023 08:44:00. Lit
11140,5,04-08-2023 08:52:00. Awesome
11141,4,04-08-2023 08:57:00. Where is the prompt editing option
11142,5,04-08-2023 09:08:00. Excelente
11143,4,04-08-2023 09:13:00. Information is thorough and accurate but only available up to September 2021. It knows of no information or event after that date. It would be useful to have image creation or showing images to clarify a result and to be able to share content with outside the App (such as notes etc). Otherwise a very useful and interesting concept.
11144,2,"04-08-2023 09:19:00. Highly awaited, this app is finally uninteresting as we can't make in-app purchases... Web version is better for the feature « switching between History ». It requires less clicks. (one vs. two). I uninstall and will continue to use web version, for free."
11145,5,04-08-2023 09:44:00. Really good.
11146,5,04-08-2023 10:11:00. Good. It can convert your voice to text for hands free prompt execution.
11147,5,04-08-2023 10:16:00. V.good app👍
11148,5,04-08-2023 10:24:00. Very good
11149,5,"04-08-2023 10:31:00. Great app, easy to use and navigate plus saves on time and data, instead of opening my browser and searching for it, I have the app on my fingerprints. Great work guys.👍"
11150,4,04-08-2023 10:39:00. So far so good no ads making it easy to use without disturbance
11151,5,04-08-2023 10:43:00. Where is the code interpreter and plugin in android app ?
11152,5,04-08-2023 10:45:00. Nic
11153,5,04-08-2023 10:45:00. Awesome
11154,5,04-08-2023 10:58:00. Perfect
11155,1,"04-08-2023 11:01:00. can't even open it, ""invalid birthday"""
11156,5,04-08-2023 11:08:00. It is an good app like window version of its.
11157,5,04-08-2023 11:15:00. Good app
11158,1,04-08-2023 11:19:00. worst service ever. Claude2 is better
11159,3,04-08-2023 11:22:00. This is great to see how technology can make such wonderfull things. This app helps you out on many things. Great app ...but!!! This app only knows things that are happened before 2021 september. Wich is i think very bad. It doesnt know anything about new magazine. Like earthquacke at Turkey and Titan submarine. I hope you will update it soon .👍
11160,5,04-08-2023 11:29:00. I hope you make widgets soon for easier and quicker access
11161,5,"04-08-2023 11:43:00. Great app! However, please let me hide or change my name so I can make YouTube Shorts without doxing myself. Please also allow us to delete/replace messages as in the browser version. Then I can correct myself when I and the transcription sends the conversation in the wrong direction."
11162,4,"04-08-2023 11:48:00. Love this app but it is week in solving mathematical word problems and some science equations,physics and chemistry"
11163,5,04-08-2023 11:51:00. Only all one
11164,5,"04-08-2023 11:56:00. ChatGPT always my crush and my love, answered all my prompts in a very clear way and always impressed me with its beauty of tone and creativity of words. Always a ChatGPT user, no matter what happens next, But I will always recommend 10/100 times to use ChatGPT to be more and more creative. Thanks again ChatGPT developers and Sam Altman."
11165,5,04-08-2023 12:01:00. Very best chatgpt
11166,5,04-08-2023 12:10:00. Awesome application
11167,5,04-08-2023 12:14:00. Good
11168,5,04-08-2023 12:20:00. Amazing
11169,5,04-08-2023 12:35:00. Better than having to type the name of the site.
11170,2,04-08-2023 12:39:00. Laggy...
11171,5,04-08-2023 12:50:00. Wonderful
11172,5,"04-08-2023 12:54:00. Great, thanks for making it easily accessible."
11173,5,04-08-2023 13:06:00. good
11174,5,"04-08-2023 13:07:00. Very helpful, I use it everyday.👍"
11175,3,04-08-2023 13:13:00. Need developing
11176,4,04-08-2023 13:17:00. It is very useful app for me as a student 😄 But I think the team should add the information after 2021 too
11177,1,04-08-2023 13:21:00. WHY DO YOU NEED MY Phone number huh
11178,4,"04-08-2023 13:22:00. Hi, I am very impressed for this application but one thing it gives only words not images so, provide contents with images."
11179,2,04-08-2023 13:26:00. Data is outdated
11180,5,04-08-2023 13:41:00. This is the best ai that could ever exist . Great features and good service even if you don't have the premium version👍🏻thank you.
11181,5,04-08-2023 13:41:00. I really want to be able to subscribe via app
11182,5,04-08-2023 13:55:00. Pretty useful!
11183,5,04-08-2023 13:56:00. As an indian I'm bit jealous of americans and have great admiration for them.
11184,1,"04-08-2023 13:57:00. The newly upgraded one is not crashing but the app couldn't detect chrome or other browsers in my phone. Why? It keeps telling me to ""install Google chrome"" that I already have on my phone."
11185,5,04-08-2023 14:03:00. Amazing Ai😘
11186,2,"04-08-2023 14:25:00. Great job. But I can't use it because of chrome autorization. I haven't chrome (disabled in apps), other browsers won't start with autorization request"
11187,1,"04-08-2023 14:32:00. Apparently, Firefox is not a compatible browser to log in with."
11188,5,04-08-2023 14:33:00. My savoir
11189,3,"04-08-2023 14:37:00. Will change to 5 stars once code blocks stop appearing in full White on dark mode. My eyes, they burn."
11190,5,04-08-2023 14:38:00. nice
11191,5,04-08-2023 14:44:00. Nice
11192,1,"04-08-2023 14:47:00. Too damn politically correct. Want more truth and yes, latest truth..."
11193,5,04-08-2023 14:49:00. Very good app
11194,5,04-08-2023 14:50:00. Wonderful!! The fact that folks can utilize the very powerful chatGPT3.5 on a mobile device is just phenomenal.. we are no firmly present in the future! Buckle up.. ;-)
11195,3,04-08-2023 14:51:00. It's good plan
11196,5,04-08-2023 14:51:00. Mogs all its compotetion into oblivion
11197,5,04-08-2023 15:03:00. Best app ever for anybody and specially if you are a student ... I find this app so helpful as I am a student ...Thanks 🌻 10/10 🌟
11198,5,04-08-2023 15:21:00. Much better and smoother experience as compared to the web app. I Expect open Ai to enable voice in CHATGPT to make it more attractive
11199,5,04-08-2023 15:32:00. Nice
11200,4,04-08-2023 15:34:00. very good ai but i hate to click history to view my chats it's not like it would take that much space
11201,5,04-08-2023 15:35:00. It's really helpful with accuracy.
11202,1,04-08-2023 15:35:00. Desde hace unos dias la IA ha dejsdo de funcionar bien y ya no es capaz de ayudar en la mayoría de cuestiones se equivoca mucho y para todo dice que su información solo llega a 2021 aun cuando son cosas de cultura popular bastante conocidas y viejas no se si actualizaron su funcionamiento en estos ultimos dias pero ha perdido casi todq su funcionalidad
11203,5,"04-08-2023 15:52:00. Works good and fast. I couldn't log in with my old android phone, but it works perfectly on my new android phone."
11204,3,04-08-2023 15:55:00. Feature to edit questions is really necessary for me. Will stick to browser until this gets added.
11205,5,"04-08-2023 15:59:00. ChatGPT Android app is revolutionary! Seamlessly natural conversations, insightful responses. A must-have for efficient communication. 5 stars! ⭐⭐⭐⭐⭐ Written by ChatGPT"
11206,5,04-08-2023 16:15:00. Well-done
11207,2,04-08-2023 16:16:00. Does not work on my new pixel 7a 😓
11208,3,04-08-2023 16:17:00. Couldn't log in yet.
11209,1,04-08-2023 16:17:00. Worst Worst.. . Every time asking email
11210,2,"04-08-2023 16:26:00. It's good, but i am rating only two because it always tell the older data of 2021. The creater may never update the AI. It's so bad for us, i have request to our creater please update it as newly real time data information 2023. It's not stay up to date. ChatGTP has 2021 data information only."
11211,5,04-08-2023 16:36:00. All I can say is that this App is just so amazing 😍
11212,3,04-08-2023 16:42:00. Add the code box copying option
11213,4,"04-08-2023 16:54:00. The ChatGPT app is the best AI app among all. It's faster, reliable, and has a clean interface. It's very easy to use. But there is one problem here. When you regenerate a question on the ChatGPT desktop, it gives a different answer. If you regenerate it again, it gives the previous answer again."
11214,5,04-08-2023 17:07:00. This app is amazing so that we can ask anything and it gives instant answer
11215,5,04-08-2023 17:12:00. Really good app😍
11216,5,04-08-2023 17:22:00. Best thing humanity created
11217,5,"04-08-2023 17:24:00. Assalamu alikom, it's really very good 😊 Thanks for helping"
11218,5,04-08-2023 17:25:00. Awesome
11219,2,"04-08-2023 17:25:00. Quite useless. As ChatGPT is relying more and more on plugins, de facto it is self sabotaging. Of course it's able to read the content of webpages. Of course it can synthetize videos or other content. Of course it can go beyond 2021. The business model they rely upon is their demise."
11220,3,"04-08-2023 18:09:00. Why it is apologizing for evey query, for every query i dont know this or that, contact someone else, ui is so boring, please work on ui"
11221,1,"04-08-2023 18:09:00. Pesonal info collected as STATED, no thx...!"
11222,5,"04-08-2023 18:19:00. Amazing fast AI app,u love it"
11223,5,04-08-2023 18:25:00. Super good and cool ai
11224,4,"04-08-2023 18:47:00. Super fast and accurate, no adds. I just wish it had the copy and paste feature enabled."
11225,5,04-08-2023 18:48:00. Its a mind blowing experince ❤️🧠
11226,5,04-08-2023 18:49:00. It's more fun than web
11227,2,"04-08-2023 18:52:00. Disapointed, its outdated it cant get you recent information as it says it was last updated 2021"
11228,3,"04-08-2023 19:05:00. I mean, it works as well as the browser version, but there are two things that make it worse: 1) it takes extra steps to access previous chats, and 2) when you do, it has to rapidly scroll through all of it to get to the bottom before you can type anything."
11229,5,"04-08-2023 19:08:00. It is a very good app and there are many facilities in it and the biggest thing is that AI are answering us, They are giving accurate answers in very less time, feel very good, using such an app, I am getting a lot of confidence."
11230,5,04-08-2023 19:15:00. Great Unexpected Feature
11231,2,04-08-2023 19:20:00. I tested its accuracy by asking how many days old I am. It asked for my birthdate. Its calculation was more than a thousand days off. There was no confusion over my birthdate. Just wrong answer. Now I don't trust any of its answers. Google Assistant was able to give me the correct answer.
11232,5,04-08-2023 19:40:00. Sheer brilliance wow it's capable of so much more than some realise
11233,5,"04-08-2023 19:45:00. I'm amazed by how fast it generates the response. The app has got a simple interface, I like that."
11234,5,"04-08-2023 19:52:00. Great app with absolutely no ads what's how ever, no chat limit and very intelligent best AI app so far, would rate more if I could"
11235,1,04-08-2023 20:00:00. The country of Iran has been banned in entering the number😡
11236,5,"04-08-2023 20:02:00. Thank you for making this app, it's been pushed to the limits by testing your algorithms with countless questions/queries. Please continue to provide updates and one recommendation: plug in compatibility with 3rd parties via android app if possible. Peace out ✌️"
11237,5,04-08-2023 20:18:00. 🔥🔥🔥🔥🔥🔥🔥🔥
11238,5,04-08-2023 20:18:00. Very helpful for my life.
11239,1,"04-08-2023 20:19:00. My browser not supported, epic fail!"
11240,5,"04-08-2023 20:58:00. As an introvert I don't get along easily with anyone I don't know a lot about easily. I did not get help from anyone easily. And I got a lot of help through chatgpt. To do my university projects, my assignments and more. thank you"
11241,3,04-08-2023 21:07:00. 12 should use it because it is more for me
11242,5,04-08-2023 21:49:00. Nice
11243,5,04-08-2023 21:53:00. Humanity is in trouble.
11244,3,04-08-2023 22:03:00. मेरे आधे सवालों का जवाब इसको पता नही है इसलिए इसको और इंप्रूव करने की जरूरत है।
11245,5,04-08-2023 22:08:00. Is gud
11246,5,"04-08-2023 23:03:00. I love this, very easy to use and precise."
11247,1,04-08-2023 23:07:00. Always gives wrong answer. Not recommended.
11248,5,04-08-2023 23:14:00. Please let it write maths equations in mathematics way.
11249,1,04-08-2023 23:15:00. This app wants way too much personal information just to sign up.
11250,1,"04-08-2023 23:22:00. Can't complete my registeration because of where I am from, and when I connect through a VPN to hide my ip address I get blocked. Not fair :("
11251,5,04-08-2023 23:58:00. Nice but we want image search also please consider it
11252,1,05-08-2023 00:12:00. Has no functional purpose. I can get better results asking Google.
11253,5,05-08-2023 00:19:00. i really can't imagine how i wish God also blesses me with another invention more than atleast this. OPEN AI it's massive 100 percent.
11254,3,05-08-2023 00:35:00. no plugins for 4 Feat Request hide answers (maybe in a branch)
11255,5,05-08-2023 00:56:00. Great
11256,5,"05-08-2023 00:57:00. Great 👍,"
11257,4,"05-08-2023 01:03:00. I use ChatGPT a lot for my studies and was happy when they announced the app. The app is cool and simple but it'd be great to bring some of the features on the website into the app. Like the design and Layout. For example, it's a bit long to have to go through the history to get my chats. And it would really also help if they added a search feature so you can search for keywords in your previous responses."
11258,5,05-08-2023 01:17:00. Fantastic helpful Ai tool app thank you
11259,1,05-08-2023 01:30:00. The Worst app ever!
11260,5,"05-08-2023 01:38:00. This ChatGpt is AMAZING I LOVE IT! it's so good and no matter how long my question is it will answer it in a really good way with specifics! So far so good and it helped me a lot already, and unlike other chatbot, it answers me with helpful info and gives me motivation at the end of every answer! Thank you for this good chatgpt keep up the legendary work! God bless you♡"
11261,4,05-08-2023 01:41:00. Overall best experience but please when updating payment option add UPI.
11262,1,05-08-2023 01:46:00. ghatiya app
11263,1,05-08-2023 02:11:00. Wost app i cant log in THIS App
11264,1,05-08-2023 02:31:00. doesn't log in
11265,5,05-08-2023 02:51:00. Super best app i like 🇱🇰🇱🇰
11266,5,05-08-2023 03:13:00. It's like fun but weird I guess but good Dis is a certified 10 by Soviet_medic=D
11267,5,05-08-2023 03:22:00. Life Changing
11268,1,"05-08-2023 03:24:00. Can't login, broken app. It won't let me log in. It just says that an error occurred and to check my Internet and to restart the app. Which I've done but to no luck."
11269,1,"05-08-2023 03:27:00. Installed on a Chrome Book - unable to log in or sign up. Says there is no compatible browser installed, and to install Chrome ... riiiiight ..."
11270,5,05-08-2023 03:38:00. Second God of the world
11271,4,05-08-2023 03:57:00. owob
11272,3,"05-08-2023 04:04:00. Heyy, chatgpt community I have one question about app. Can you make it offline view app plzz... Because this app like a daily need usage's. Everyone use it in daily communication, practical life. But everyone not have data balance. Like me😅. I'm a college student, so i use it more to discover new words, sentence meaning, some mathematical questions. Do this rapidly!!!"
11273,4,"05-08-2023 04:05:00. The model works absolutely fine but there is one little issue in thr app. Some special characters, letters of other languages and some mathematical symbols aren't displayed currectly. For example instead of the π symbol i see '\pi'. Sometimes it becomes extremely hard to read expressions like : \(T = 2\pi \sqrt{\frac{m}{k}}\)."
11274,1,05-08-2023 04:15:00. Didn't let me sign it because was using a vpn. Uninstalled
11275,5,05-08-2023 04:17:00. Just amazing 😍
11276,1,"05-08-2023 04:28:00. There is proof that this app has a security issue, so I'm going to uninstall it..."
11277,1,05-08-2023 04:52:00. One of the most irrelevant and slow app
11278,5,05-08-2023 04:58:00. Best ai chatbot
11279,5,05-08-2023 05:07:00. Best
11280,5,05-08-2023 05:39:00. So far it kinda does exactly to how far I require the information on any specific topic.
11281,1,05-08-2023 05:43:00. There is a login problem
11282,1,"05-08-2023 06:00:00. Can't login without enabling Chrome browser (which I have disabled by default). Then sign in via google works, and sign up via email. Otherwise I require a ""compatible browser"". Oh well. The app is completely incompatible with any phone *not* using Chrome browser. One cannot log in either (without Chrome browser), if one was to already have an account set up.. Why can't I use Vivaldi or Opera to log in?"
11283,5,05-08-2023 06:45:00. Very good 😊👍
11284,1,"05-08-2023 06:46:00. no deja iniciar sesion si no tengo chrome instalado, no funciona con opera, mozilla, edge, etc. exige chrome si o si, abusivo."
11285,5,05-08-2023 06:47:00. Awesome
11286,5,05-08-2023 06:56:00. This thing is amazing and splendid! It shows how much human beings have gone through. It so helpful in work problems or your own social or household issues. Would recommend everyone to use this splendid application.
11287,5,05-08-2023 06:59:00. Ai is best
11288,5,"05-08-2023 07:08:00. AMAZING!!! I use this App daily: from website design to legal letters, this App is a must have for any professional. Thank you Dev for bringing the App to Android and also 25 to 50 on the 4.0!!!"
11289,1,05-08-2023 07:22:00. Can't login. Are there any supported browsers other than Chrome?
11290,5,05-08-2023 07:27:00. Excellente application Pour le moment elle me satisfait pleinement Force et félicitations aux développeurs
11291,5,"05-08-2023 07:42:00. ChatGPT is an incredible app! Its AI capabilities are remarkable, and the intuitive interface makes interactions enjoyable. However, I'd love to see a code segment feature, like the web app has, for easier coding tasks. Nevertheless, it's a must-have tool for developers and learners alike. Kudos to the team! ⭐⭐⭐⭐⭐"
11292,2,"05-08-2023 07:46:00. Can't read from urls, can't paste big texts. Useless"
11293,5,05-08-2023 07:53:00. Nothing comparable!!!!
11294,5,05-08-2023 07:58:00. Nice experience.
11295,5,05-08-2023 08:05:00. Really helpful
11296,5,05-08-2023 08:05:00. 🎉🤝🎊
11297,1,05-08-2023 08:11:00. Not working properly
11298,5,05-08-2023 08:24:00. Impressive application. Great to improve work productivity and learn more.
11299,5,05-08-2023 08:32:00. Good 💯
11300,4,"05-08-2023 08:34:00. Visual, anims and app speed is great, but I wanna mention a feature or bug, when you open a conversation, it scrolls it from the beginning and it takes pretty much time, it is really makes me bruh."
11301,5,05-08-2023 08:35:00. Finally i got it on play atore
11302,5,05-08-2023 08:43:00. This is indeed a great app! Love it's work♡
11303,5,05-08-2023 08:55:00. The best ai.. I have ever seen.. littrelly.. it can answer any type of questions.
11304,5,05-08-2023 09:10:00. Wow this app is the best the AI is so smart and cool
11305,1,05-08-2023 09:12:00. Good
11306,5,05-08-2023 09:19:00. It's useful 👍👍
11307,1,"05-08-2023 09:46:00. Can't use it (my phone has dark theme enabled). When app is set to light theme - you will see code blocks, but not text; them app is set to dark theme you will see text but not code blocks."
11308,4,"05-08-2023 09:50:00. Love the experience, but the database seems to be limited with info up to Sep 2021. Nearly two years in the dark? Hope things will change..."
11309,5,05-08-2023 09:56:00. Awesome
11310,1,05-08-2023 10:09:00. Can't log in without chrome...so I guess I am deleting it.
11311,5,05-08-2023 10:10:00. Simply the best
11312,5,"05-08-2023 10:11:00. I mean, it's ChatGPT, not much else to say about it. It's nice that I don't have to enter the browser anymore"
11313,1,"05-08-2023 10:13:00. please add automatic scroll for answer and if you want go to a chat , starting fist answer and doing down , I am waiting go to last answer. and add please more theme for dark , my eyes will be broken."
11314,1,05-08-2023 10:14:00. I was supposed to not give even a 1 star because AI and chatgpt will take away millions of human employment jobs and destroy their lives which is against humanity.I only wanted to say to the developers and also the users of chatgpt that they will be responsible for destroying the humanity.
11315,3,"05-08-2023 10:21:00. This is an amazing & very useful app. I have found an issue since it was realised. When I delete or erase any words while typing prompt it removes the space between those words, which is very frustrating. Please fix this bug. I have a request: *) in order to find specific words or texts in the recent chat conversation there should be an option which will allow users to search any specific words or text in the current conversation section."
11316,1,05-08-2023 10:37:00. I can not login
11317,5,"05-08-2023 10:46:00. OMG !!!! AHHH I LURVE THIS APP SO MUCH , THIS APP REALLY HELPING ME FOR DOING PRACTICE FOR MY UPCOMING EXAM IN A WEEK , AHHHH I WANT TO RATE THIS APP INFINITY BUT I ONLY CAN DO 5♡"
11318,1,"05-08-2023 10:47:00. Cannot login or sign up without google chrome. Having Edge and Opera installed is apparently not enough. Will try again later, when other mainstream browsers are supported."
11319,2,"05-08-2023 11:00:00. For whatever reason, the website gave me better answers"
11320,1,05-08-2023 11:59:00. It mostly responded to tell me it wasn't programmed to answer what I asked. Not my favorite.
11321,5,05-08-2023 12:09:00. Insane how great this app is.
11322,1,05-08-2023 12:14:00. I can't login in this app 😔
11323,5,05-08-2023 12:34:00. Great ai
11324,5,05-08-2023 13:06:00. Ok
11325,2,05-08-2023 13:10:00. ChatGPT free version (GPT-3.5) have no latest information.
11326,5,05-08-2023 13:11:00. Wonderfull app
11327,5,05-08-2023 13:12:00. oq
11328,5,05-08-2023 13:16:00. need to be able to change text size please 🙏
11329,1,05-08-2023 13:20:00. Please install Google Chrome? Sure 😊
11330,3,05-08-2023 13:43:00. Need to register
11331,5,05-08-2023 13:48:00. Nice.
11332,1,05-08-2023 13:50:00. I've waited and keep watching the preregister Chatgpt for over 30 days and now it's available for my device I have downloaded it but it keeps showing me no compertable browser application installed but I have installed Google Chrome and other supported browsers but still no response
11333,5,05-08-2023 13:54:00. Reliable 👌
11334,4,05-08-2023 14:08:00. He lied to me 😓
11335,1,05-08-2023 14:15:00. When i login chat gpt it show invalid birthday 🙃
11336,1,05-08-2023 14:43:00. هی خدا
11337,3,05-08-2023 14:44:00. အစ သိပ်မသုံးတတ်သေးလို့
11338,5,05-08-2023 14:55:00. The app is minimalistic just like their website. It also has fast respond times.
11339,5,05-08-2023 15:07:00. Awesome app
11340,5,05-08-2023 15:12:00. It is a very good app and very helpful please download it is a very helpful and please download this app and it is a very most intelligent
11341,5,05-08-2023 15:13:00. A life saver to me on my daily tasks
11342,5,"05-08-2023 15:18:00. Extremely useful , the best app I have ever used"
11343,5,05-08-2023 15:19:00. Terrifyingly good.
11344,5,05-08-2023 15:21:00. Great I love it
11345,1,05-08-2023 15:45:00. doesnt follow instructions and just copy pastes same thing after I try to correct it
11346,1,"05-08-2023 15:50:00. I have tried to log in or create a new account but it always tells me that there is something wrong with device date or net connection, which is a lie, both things are totally fine."
11347,5,05-08-2023 15:54:00. Wonderful and the most helpful app i have ever seen
11348,5,05-08-2023 15:57:00. excited to explore the possibilities of AI
11349,5,"05-08-2023 15:59:00. Chat gpt is my friend, my soldier, my arrow, my partner.... What not it's more than God to me ❤️"
11350,1,"05-08-2023 16:01:00. It says my Google play is not updated, which is wrong"
11351,3,05-08-2023 16:11:00. Support for Latex would have been great.
11352,5,05-08-2023 16:15:00. Suberb App
11353,1,"05-08-2023 16:21:00. When I bring up the keyboard, the text doesn't go up. It stays behind the keyboard. Why are you making me tap twice for no reason. It should be one tap to bring up the keyboard and scroll all the way up. And also after asking a question the keyboard should be minimized"
11354,5,05-08-2023 16:26:00. Pls add zoom sys
11355,5,05-08-2023 16:26:00. Excellent
11356,5,05-08-2023 16:27:00. Super fast. Greatest AI tool so far. The responses are really quick and creative. As well as the responses are accurate almost all the time. Really helpful.
11357,5,05-08-2023 16:38:00. Simply exceptional and sensational
11358,5,"05-08-2023 16:55:00. I don't have any pals who I can personally talk to about my ideas. However, seeing a psychologist can be very expensive. Each is balanced by chatgpt. They can't be entirely replaced, but it can certainly supplement them. It has been a true blessing to me. OpenAI, thank you."
11359,1,"05-08-2023 17:00:00. Not upto expectations. Show info in text only. Don't provide multimedia ( image, audio & video etc). Other file .pdf , .xls , .docx etc"
11360,5,05-08-2023 17:01:00. Good
11361,5,05-08-2023 17:03:00. Very helpful aap
11362,1,05-08-2023 17:15:00. I don't give out my number.
11363,5,05-08-2023 17:15:00. It's amazing aap 🥳
11364,1,05-08-2023 17:21:00. The Code Viewer Is Not Good !!?
11365,5,05-08-2023 17:31:00. Good
11366,5,05-08-2023 17:31:00. Good experience😍😍
11367,1,05-08-2023 17:32:00. Why is this app not working in ethiopia?
11368,4,"05-08-2023 17:47:00. It's great, only 1 problem. The knowledge cutoff was almost 2 years ago in September 2021. I'm hoping someday it'll catch up. If and when it does, I'll be changing my review from 4 stars to 5. Oh, and this is just a side note. But I constantly have to correct the AIs responses. Other than that, it's one of the best apps I've ever used. I now use it more than my Google assistant."
11369,5,05-08-2023 17:58:00. Somos besties 🥰🥰
11370,5,05-08-2023 18:02:00. i was very excited and waiting for the ChatGPT Open AI android version.
11371,5,"05-08-2023 18:07:00. Best AI app that i use, perfect working, everything is perfect"
11372,5,"05-08-2023 18:16:00. This is so good app . I hope you can add more features like voice command , output in voice command , like Google assistant ."
11373,5,05-08-2023 18:20:00. Very useful Saves time The best app 💯
11374,5,05-08-2023 18:24:00. Very Nice
11375,5,05-08-2023 18:28:00. MY PERSONAL EXPERIENCE THAT'S APP SO GOOD
11376,5,05-08-2023 18:43:00. Amazing simply amazing
11377,2,05-08-2023 18:51:00. Missing code interpreter and plugins
11378,1,05-08-2023 18:53:00. Not a great start. Could not register my account and I'm based in south africa.. Thumbs down devs.. Uninstall
11379,5,"05-08-2023 19:02:00. I'm glad to hear that you find the app wonderful and fabulous, and that it has been helpful in the corporate world for professional work."
11380,5,05-08-2023 19:04:00. Just wow i love it
11381,5,05-08-2023 19:07:00. Man this is the best bot now allow us ask some questions about intimacy man
11382,4,05-08-2023 19:24:00. Would give 5 stars if i could edit my prompts after sending it so i could refine the response
11383,4,05-08-2023 19:47:00. It would be interesting if a voice assistant read the answer to you
11384,1,"05-08-2023 20:17:00. It's surprising how bad the app is compared to the browser version. The bot doesn't remember previous messages. For example, I have been using it a lot to learn a new language. I have asked for a word translation and three sample sentences. In the browser I later only have to write a new word to also get a translation and three examples. But the app forgets that I asked for three examples and gives me one. Repeatedly. How is it so much worse than the browser edition?"
11385,5,05-08-2023 20:24:00. 🔝
11386,5,"05-08-2023 20:30:00. add text to speech when chatgpt writes make it read the text it's generating while generating if possible not after it generates all prompt make sure that it's neural voice model so it will be as realistic as human interaction ""edit: please let people use this app when play store is disabled from the system because i disable play store when i don't need it so when i disabled this app showed me to enable play store which is annoying"""
11387,3,05-08-2023 20:52:00. Last updated Sept 2021. Needs a frequent database update.
11388,5,05-08-2023 20:56:00. Good but it doesn't separate background color questions from answers. Confusing
11389,5,05-08-2023 21:12:00. Time to take over
11390,4,05-08-2023 21:15:00. Great app but still needs a lot of work.
11391,5,05-08-2023 21:18:00. Pros: 1. I can use gpt on my phone as a program and not have to use Google 2. Voice typing with phone 3. Ability to connect with account on my PC and view the history... 5. Able to rename chat names 6. It also has a dark theme 7. Regenerate button
11392,5,05-08-2023 21:28:00. Great tool!
11393,5,"05-08-2023 21:41:00. Opens instantly after install on any device, never disappoints, saves history for future use, perfect for me and most people. Can share links to chats with others. No ads, need to sign in with a Google account to join or make a new OpenAI account from scratch. Uses the fastest GPT-3.5 language modelling architecture to deliver outstanding results. You can soon upgrade to ChatGPT Plus for faster results with GPT-3.5, premium features, priority access when demand is high and the latest GPT-4."
11394,1,"05-08-2023 22:03:00. will lead to mental torture, every time it changes response and remove multiple functions"
11395,5,05-08-2023 22:08:00. It is the greatest learning app I av ever usued
11396,5,05-08-2023 22:10:00. Very useful App for students Assignment and other Business works
11397,3,"05-08-2023 22:13:00. If only the app had editing previous messages like in the website, I'd give it a 5"
11398,5,"05-08-2023 22:36:00. I am absolutely delighted with the ChatGPT Android app! This intelligent chatbot has exceeded my expectations in every way possible. The seamless interface, user-friendly design, and remarkable responsiveness make it a joy to use. The natural language processing capabilities of this application are simply astounding. It's like having a knowledgeable conversation partner at your fingertips, always ready to provide helpful and relevant information."
11399,5,05-08-2023 22:40:00. excellent
11400,3,"05-08-2023 22:51:00. Can you set a default model in the settings? It constantly keeps switching whenever you create a new chat. - Chat history show be displayed and not hidden in a drop down - Logs me out and when I try to log in, it errors out. Asking to check data and time."
11401,1,05-08-2023 23:00:00. Can't login. Just freezes.
11402,5,05-08-2023 23:24:00. I like it 🙂🙂
11403,1,05-08-2023 23:25:00. Same as google
11404,5,05-08-2023 23:34:00. Awesome app like magic
11405,4,06-08-2023 00:03:00. Dev plss fix the login problem 🙏 Edit: idk if its my problem or the devs but its fixed!
11406,1,"06-08-2023 00:35:00. ""A compatible browser for login was not found"" okay, a good rating was not found then."
11407,1,"06-08-2023 01:26:00. The accuracy of answers is very low and dumb, it's impossible that this is the same gpt that we use on the website of OpenAi."
11408,4,06-08-2023 01:35:00. ❤️
